URL,Title,Agency,Subagency,Category,Date Released,Date Updated,Time Period,Frequency,Description,Data.gov Data Category Type,Specialized Data Category Designation,Keywords,Citation,Agency Program Page,Agency Data Series Page,Unit of Analysis,Granularity,Geographic Coverage,Collection Mode,Data Collection Instrument,Data Dictionary/Variable List,Applicable Agency Information Quality Guideline Designation,Data Quality Certification,Privacy and Confidentiality,Technical Documentation,Additional Metadata,FGDC Compliance (Geospatial Only),Statistical Methodology,Sampling,Estimation,Weighting,Disclosure Avoidance,Questionnaire Design,Series Breaks,Non-response Adjustment,Seasonal Adjustment,Statistical Characteristics,Feeds Access Point,Feeds File Size,XML Access Point,XML File Size,CSV/TXT Access Point,CSV/TXT File Size,XLS Access Point,XLS File Size,KML/KMZ Access Point,KML File Size,ESRI Access Point,ESRI File Size,Map Access Point,Data Extraction Access Point,Widget Access Point
http://www.data.gov/details/599,White House Text Press Releases,Executive Office of the President,White House,Information and Communications,01/20/09,08/07/09,1/20/09-ongoing,daily,Text press releases from the White House ,Tool Catalog,Other,"White House, president, obama, Washington, federal, press release, notifications",<a href="http://www.whitehouse.gov/privacy/">http://www.whitehouse.gov/privacy/</a>,<a href="http://www.whitehouse.gov/rss/">http://www.whitehouse.gov/rss/</a>,<a href="http://www.whitehouse.gov/feed/press/">http://www.whitehouse.gov/feed/press/</a> ,news updates,USA,USA,computer,computer,<a href="http://www.whitehouse.gov/privacy/">http://www.whitehouse.gov/privacy/</a>,White House,Yes,Yes,<a href="http://www.whitehouse.gov/privacy/">http://www.whitehouse.gov/privacy/</a>,,,,,,,,,,,,,http://www.whitehouse.gov/feed/press/,20 KB,,,,,,,,,,,,,
http://www.data.gov/details/600,All Product Recalls,US Consumer Product Safety Commission,,Wholesale and Retail Trade,02/01/04,08/06/09,ongoing,daily,Recalls and product safety news.  CPSC is charged with protecting the public from unreasonable risks of serious injury or death from thousands of types of consumer products. ,Tool Catalog,Other,all product recalls,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/rss.html">http://www.cpsc.gov/cpscpub/prerel/rss.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/prerel.xml">http://www.cpsc.gov/cpscpub/prerel/prerel.xml</a>,recalled items,USA,USA,computer,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,US Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,,,,,,,,,,,,,http://www.cpsc.gov/cpscpub/prerel/prerel.xml,0,,,,,,,,,,,,,
http://www.data.gov/details/601,Household Product Related Recalls,US Consumer Product Safety Commission,,Wholesale and Retail Trade,07/01/06,08/04/09,ongoing,daily,Household Product Related Recalls.  CPSC is charged with protecting the public from unreasonable risks of serious injury or death from thousands of types of consumer products. ,Tool Catalog,Other,household recalls,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/rss.html">http://www.cpsc.gov/cpscpub/prerel/rss.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/prerelhousehold.xml">http://www.cpsc.gov/cpscpub/prerel/prerelhousehold.xml</a>,recalled items,USA,USA,computer,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,US Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,,,,,,,,,,,,,http://www.cpsc.gov/cpscpub/prerel/prerelhousehold.xml,20 KB,,,,,,,,,,,,,
http://www.data.gov/details/602,Outdoor Product Related Recalls,US Consumer Product Safety Commission,,Wholesale and Retail Trade,07/01/06,08/04/09,ongoing,daily,Outdoor Product Related Recalls.  CPSC is charged with protecting the public from unreasonable risks of serious injury or death from thousands of types of consumer products. ,Tool Catalog,Other,outdoor recalls,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/rss.html">http://www.cpsc.gov/cpscpub/prerel/rss.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/prereloutdoor.xml">http://www.cpsc.gov/cpscpub/prerel/prereloutdoor.xml</a>,recalled items,USA,USA,computer,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,US Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,,,,,,,,,,,,,http://www.cpsc.gov/cpscpub/prerel/prereloutdoor.xml,20 KB,,,,,,,,,,,,,
http://www.data.gov/details/603,Child-Related Product Recalls,US Consumer Product Safety Commission,,Wholesale and Retail Trade,07/01/06,08/06/09,ongoing,daily,Child-Related Product Recalls.  CPSC is charged with protecting the public from unreasonable risks of serious injury or death from thousands of types of consumer products. ,Tool Catalog,Other,child product recalls,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/rss.html">http://www.cpsc.gov/cpscpub/prerel/rss.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/prerelchild.xml">http://www.cpsc.gov/cpscpub/prerel/prerelchild.xml</a>,recalled items,USA,USA,computer,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,US Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,,,,,,,,,,,,,http://www.cpsc.gov/cpscpub/prerel/prerelchild.xml,20 KB,,,,,,,,,,,,,
http://www.data.gov/details/604,Sports/Recreation Related Recalls,US Consumer Product Safety Commission,,Wholesale and Retail Trade,07/01/06,08/04/09,ongoing,daily,Sports/Recreation Related Recalls.  CPSC is charged with protecting the public from unreasonable risks of serious injury or death from thousands of types of consumer products. ,Tool Catalog,Other,sports recreation recalls,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/rss.html">http://www.cpsc.gov/cpscpub/prerel/rss.html</a>,<a href="http://www.cpsc.gov/cpscpub/prerel/prerelrecreation.xml">http://www.cpsc.gov/cpscpub/prerel/prerelrecreation.xml</a>,recalled items,USA,USA,computer,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,US Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/privacy.html">http://www.cpsc.gov/privacy.html</a>,,,,,,,,,,,,,http://www.cpsc.gov/cpscpub/prerel/prerelrecreation.xml,20 KB,,,,,,,,,,,,,
http://www.data.gov/details/605,National Electronic Injury Surveillance System (NEISS) On-line,US Consumer Product Safety Commission,,Health and Nutrition,1973,"July, 2009","January 1, 1991 through December 31, 2008",On-line data are updated annually,"CPSC's National Electronic Injury Surveillance System (NEISS) is a national probability sample of hospitals. Patient information is collected for every emergency visit involving an injury associated with a consumer product. From this sample, the total number of product-related injuries treated in hospital emergency rooms nationwide can be estimated. Estimates can be focused by setting certain variables.",Tool Catalog,Statistical,"NEISS, CPSC, consumer product, safety, injury, epidemiology, injury estimates, emergency room visits, hospital",<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/cgibin/NEISSQuery/home.aspx">www.cpsc.gov/cgibin/NEISSQuery/home.aspx</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,Emergency Room Visit,N/A,"The entire United States, including territories.",Person/computer,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,U.S. Consumer Product Safety Commission,Yes,Yes,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,N/A,,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,<a href="http://www.cpsc.gov/library/neiss.html">www.cpsc.gov/library/neiss.html</a>,,,,,,,,,,,,,,http://www.cpsc.gov/cgibin/NEISSQuery/home.aspx ,
http://www.data.gov/details/606,Fair Market Rents For The Section 8 Housing Assistance Payments Program,Department of Housing and Urban Development,,Construction and Housing,10/2001,"Friday, April 10, 2009",Annual,Annual,"Fair Market Rents (FMRs) are primarily used to determine payment standard amounts for the Housing Choice Voucher program, to determine initial renewal rents for some expiring project-based Section 8 contracts, to determine initial rents for housing assistance payment (HAP) contracts in the Moderate Rehabilitation Single Room Occupancy program (Mod Rehab), and to serve as a rent ceiling in the HOME rental assistance program.  The U.S. Department of Housing and Urban Development (HUD) annually estimates FMRs for 530 metropolitan areas and 2,045 nonmetropolitan county FMR areas.  By law the final FMRs for use in any fiscal year must be published and available for use at the start of that fiscal year, on October 1.",Tool Catalog,Administrative,"Fair Market Rents, FMR, Rental Housing, Section 8, HUD housing assistance, rent ",<a href="http://www.huduser.org/datasets/fmr.html">http://www.huduser.org/datasets/fmr.html</a>,<a href="http://www.huduser.org/about/pdrabout.html">http://www.huduser.org/about/pdrabout.html</a>,<a href="http://www.huduser.org/">http://www.huduser.org/</a>,Rental housing units,,Metropolitan areas and non-metropolitan counties,"Cenus data, surveys (American Community Surveys - ACS), phone surveys",<a href="http://www.huduser.org/datasets/fmr/fmrs/fy2009_code/select_Geography.odb">http://www.huduser.org/datasets/fmr/fmrs/fy2009_code/select_Geography.odb</a>,<a href="http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc">http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc</a>,"Office of the Assistant, Secretary for Administration/Chief, Information Officer, HUD",Yes,Yes,<a href="http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc">http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc</a>,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.huduser.org/datasets/fmr.html,
http://www.data.gov/details/607,50th Percentile Rent Estimates,Department of Housing and Urban Development,,Construction and Housing,10/2001,"Friday, April 10, 2009",Annual,Annual,"Rent estimates at the 50th percentile (or median) are calculated for all Fair Market Rent areas. Fair Market Rents (FMRs) are primarily used to determine payment standard amounts for the Housing Choice Voucher program, to determine initial renewal rents for some expiring project-based Section 8 contracts, to determine initial rents for housing assistance payment (HAP) contracts in the Moderate Rehabilitation Single Room Occupancy program (Mod Rehab), and to serve as a rent ceiling in the HOME rental assistance program. FMRs are gross rent estimates.  They include the shelter rent plus the cost of all tenant-paid utilities, except telephones, cable or satellite television service, and internet service. The U.S. Department of Housing and Urban Development (HUD) annually estimates FMRs for 530 metropolitan areas and 2,045 nonmetropolitan county FMR areas.  Under certain conditions, as set forth in the Interim Rule (Federal Register Vol. 65, No. 191, Monday October 2, 2000, pages 58870-58875), these 50th percentile rents can be used to set success rate payment standards.",Tool Catalog,Administrative,"Rents, FMR, housing assistance, HUD, Section 8 contracts",<a href="http://www.huduser.org/datasets/50per.html">http://www.huduser.org/datasets/50per.html</a>,<a href="http://www.huduser.org/about/pdrabout.html">http://www.huduser.org/about/pdrabout.html</a>,<a href="http://www.huduser.org/">http://www.huduser.org/</a>,Rental housing units,County,National,"Cenus data, surveys (American Community Surveys - ACS), phone surveys",<a href="http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc">http://www.huduser.org/datasets/fmr/fmrover_071707R2.doc</a>,<a href="http://www.huduser.org/datasets/fmr/fmrs/fy2009_code/select_Geography.odb">http://www.huduser.org/datasets/fmr/fmrs/fy2009_code/select_Geography.odb</a>,"Office of the Assistant, Secretary for Administration/Chief, Information Officer, HUD",Yes,Yes,<a href="http://www.huduser.org/datasets/50thper/FY2009_50th_ReadMe.doc">http://www.huduser.org/datasets/50thper/FY2009_50th_ReadMe.doc</a>,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.huduser.org/datasets/50per.html,
http://www.data.gov/details/608,HUD Program Income Limits ,Department of Housing and Urban Development,,"Income, Expenditures, Poverty, and Wealth",10/2001,"Thursday, March 19, 2009",Annual,Annual,"Income limits used to determine the income eligibility of applicants for assistance under three programs authorized by the National Housing Act. These programs are the Section 221(d)(3) Below Market Interest Rate (BMIR) rental program, the Section 235 program, and the Section 236 program. These income limits are listed by dollar amount and family size, and they are effective on the date issued.  Due to the Housing and Economic Recovery Act of 2008 (Public Law 110-289), Income Limits used to determine qualification levels as well as set maximum rental rates for projects funded with tax credits authorized under section 42 of the Internal Revenue Code (the Code) and projects financed with tax exempt housing bonds issued to provide qualified residential rental development under section 142 of the Code (hereafter referred to as Multifamily Tax Subsidy Projects (MTSPs)) are now calculated and presented separately from the Section 8 income limits.",Tool Catalog,Administrative,"HUD income limits, income eligibility, Below Market Interest Rate, BMIR, Section 235, Section 236 program, Housing and Economic Recovery Act of 2008 ",<a href="http://www.huduser.org/datasets/fmr.html">http://www.huduser.org/datasets/fmr.html</a>,<a href="http://www.huduser.org/about/pdrabout.html">http://www.huduser.org/about/pdrabout.html</a>,<a href="http://www.huduser.org/">http://www.huduser.org/</a>,Household,,Metropolitan areas and non-metropolitan counties,Three-year American Community Survey (ACS),"<a href=""http://www.huduser.org/datasets/il/index_il2009.html"">http://www.huduser.org/datasets/il/index_il2009.html</a>, <a href=""http://www.huduser.org/datasets/il/il2009/select_Geography_mfi.odb"">http://www.huduser.org/datasets/il/il2009/select_Geography_mfi.odb</a>",<a href="http://www.huduser.org/datasets/il/il09/area_def.pdf">http://www.huduser.org/datasets/il/il09/area_def.pdf</a>,"Office of the Assistant, Secretary for Administration/Chief, Information Officer, HUD",Yes,Yes,"<a href=""http://www.huduser.org/datasets/il/index_il2009.html"">http://www.huduser.org/datasets/il/index_il2009.html</a>, <a href=""http://www.huduser.org/datasets/il/il2009/select_Geography_mfi.odb"">http://www.huduser.org/datasets/il/il2009/select_Geography_mfi.odb</a>",,,,,,,,,,,,,,,,,,,,,,,,,,http://www.huduser.org/datasets/il/il09/index.html,
http://www.data.gov/details/609,State of the Cities Data Systems (SOCDS),Department of Housing and Urban Development,,"Labor Force, Employment, and Earnings",10/2001,"Thursday, March 31, 2005","Annual, monthly",Annual,"The SOCDS provides data for individual Metropolitan Areas, Central Cities, and Suburbs, including demographic and economic statistics, employment, county business patterns, FBI crime data, and local building permits. Definitions of criteria, methodologies, and statistically defined areas are provided.",Tool Catalog,Research,"Demography & Population Research, Crime, Economics, Housing, Indicators & Statistics, Population, Ratings of Cities & Towns, Social Science, Statistics, United States ",<a href="http://socds.huduser.org/index.html">http://socds.huduser.org/index.html</a>,<a href="http://www.huduser.org/about/pdrabout.html">http://www.huduser.org/about/pdrabout.html</a>,<a href="http://www.huduser.org/">http://www.huduser.org/</a>,Place,Suburb,"Metropolitan Areas, Central Cities, and Suburbs","Census data, surveys (American Community Surveys - ACS), phone surveys","<a href=""http://socds.huduser.org/Census/Census_Home.html"">http://socds.huduser.org/Census/Census_Home.html</a>, <a href=""http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm"">http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm</a>, <a href=""http://socds.huduser.org/CBPSE/CBPSE_Home.htm"">http://socds.huduser.org/CBPSE/CBPSE_Home.htm</a>, <a href=""http://socds.huduser.org/FBI/FBI_Home.htm"">http://socds.huduser.org/FBI/FBI_Home.htm</a>, <a href=""http://socds.huduser.org/permits/help.htm"">http://socds.huduser.org/permits/help.htm</a>, <a href=""http://socds.huduser.org/publicfinance/index.html"">http://socds.huduser.org/publicfinance/index.html</a>, <a href=""http://socds.huduser.org/chas/index.html"">http://socds.huduser.org/chas/index.html</a>, <a href=""http://socds.huduser.org/new2001.htm"">http://socds.huduser.org/new2001.htm</a>","<a href=""http://socds.huduser.org/Census/Census_Home.html"">http://socds.huduser.org/Census/Census_Home.html</a>, <a href=""http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm"">http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm</a>, <a href=""http://socds.huduser.org/CBPSE/CBPSE_Home.htm"">http://socds.huduser.org/CBPSE/CBPSE_Home.htm</a>, <a href=""http://socds.huduser.org/FBI/FBI_Home.htm"">http://socds.huduser.org/FBI/FBI_Home.htm</a>, <a href=""http://socds.huduser.org/permits/help.htm"">http://socds.huduser.org/permits/help.htm</a>, <a href=""http://socds.huduser.org/publicfinance/index.html"">http://socds.huduser.org/publicfinance/index.html</a>, <a href=""http://socds.huduser.org/chas/index.html"">http://socds.huduser.org/chas/index.html</a>, <a href=""http://socds.huduser.org/new2001.htm"">http://socds.huduser.org/new2001.htm</a>","Office of the Assistant, Secretary for Administration/Chief, Information Officer, HUD",Yes,Yes,"<a href=""http://socds.huduser.org/Census/Census_Home.html"">http://socds.huduser.org/Census/Census_Home.html</a>, <a href=""http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm"">http://socds.huduser.org/Bls_laus/BLS_LAUS_Home.htm</a>, <a href=""http://socds.huduser.org/CBPSE/CBPSE_Home.htm"">http://socds.huduser.org/CBPSE/CBPSE_Home.htm</a>, <a href=""http://socds.huduser.org/FBI/FBI_Home.htm"">http://socds.huduser.org/FBI/FBI_Home.htm</a>, <a href=""http://socds.huduser.org/permits/help.htm"">http://socds.huduser.org/permits/help.htm</a>, <a href=""http://socds.huduser.org/publicfinance/index.html"">http://socds.huduser.org/publicfinance/index.html</a>, <a href=""http://socds.huduser.org/chas/index.html"">http://socds.huduser.org/chas/index.html</a>, <a href=""http://socds.huduser.org/new2001.htm"">http://socds.huduser.org/new2001.htm</a>",,,,,,,,,,,,,,,,,,,,,,,,,,http://socds.huduser.org/index.html,
http://www.data.gov/details/610,Travel Warnings,Department of State,,National Security and Veterans Affairs,03/01/07,08/07/09,months,daily,"Travel Warnings are issued to describe long-term, protracted conditions that make a country dangerous or unstable. A Travel Warning is also issued when the U.S. Government's ability to assist American citizens is constrained due to the closure of an embassy or consulate or because of a drawdown of its staff.",Tool Catalog,Other,"notifications, travel, country, alerts, warnings, abroad,  health, crime, currency, instability, security, terrorism ",<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://www.travel.state.gov/travel/cis_pa_tw/tw/tw_1764.xml">http://www.travel.state.gov/travel/cis_pa_tw/tw/tw_1764.xml</a>,news updates,country,international ,computer,computer,"notifications, travel, country, alerts, warnings, abroad,  health, crime, currency, instability, security, terrorism ",Department of State,Yes,Yes,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,,,,,,,,,,,,,http://www.travel.state.gov/travel/cis_pa_tw/tw/tw_1764.xml,178K,,,,,,,,,,,,,
http://www.data.gov/details/611,Travel Alerts,Department of State,,National Security and Veterans Affairs,03/01/07,08/07/09,months,daily,"Travel Alerts are issued to disseminate information about short-term conditions, generally within a particular country, that pose imminent risks to the security of U.S. citizens. Natural disasters, terrorist attacks, coups, anniversaries of terrorist events, election-related demonstrations or violence, and high-profile events such as international conferences or regional sports events are examples of conditions that might generate a Travel Alert.",Tool Catalog,Other,"notifications, travel, country, alerts, warnings, abroad,  health, crime, currency, instability, security, terrorism ",<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,<a href="http://www.travel.state.gov/travel/cis_pa_tw/pa/pa_1766.xml">http://www.travel.state.gov/travel/cis_pa_tw/pa/pa_1766.xml</a>,news updates,country,international ,computer,computer,"notifications, travel, country, alerts, warnings, abroad,  health, crime, currency, instability, security, terrorism ",Department of State,Yes,Yes,<a href="http://travel.state.gov/news/news_3162.html">http://travel.state.gov/news/news_3162.html</a>,,,,,,,,,,,,,http://www.travel.state.gov/travel/cis_pa_tw/pa/pa_1766.xml,28K,,,,,,,,,,,,,
http://www.data.gov/details/612,Public Libraries Survey: Fiscal Year 2003,Institute of Museum and Library Services,,Social Insurance and Human Services,June 2005,June 2005,Fiscal Year 2003 (Calendar Years 2001-2003),Annual,"This dataset is a national census of public library systems.  Its data elements cover library service measures such as the number of uses of electronic resources, the number of Internet terminals available to the general public, reference transactions, interlibrary loans, circulation, library visits, children's program attendance, and circulation of children's materials. It also includes information on collection sizes, staffing, operating revenue and expenditures.  Selected data elements are aggregated and summarized at the state level.",Raw Data Catalog,Administrative,"IMLS, IMLS Statistics, IMLS Library Statistics, Institute of Museum and Library Services statistics, Institute of Museum and Library Services, Public Library Data Files, Public Libraries Survey, Public Library Survey, Public Library Statistics, Library Statistics","Kroe, E., O'Shea, P., Craig, T., Freeman, M., Hardesty, L., McLaughlin, J.F., Ramsey, C.J. (2005). Data File, Public Use: Public Libraries Survey, Fiscal Year 2003, (NCES 2005-362). U.S. Department of Education. Washington, DC: National Center for Education Statistics.",<a href="http://harvester.census.gov/imls/publib.asp">http://harvester.census.gov/imls/publib.asp</a>,<a href="http://harvester.census.gov/imls/data/pls/index.asp">http://harvester.census.gov/imls/data/pls/index.asp</a>,"Public Library System, Public Library Outlets (Branches), State",Zip Code,"The United States:  All 50 States and The District of Columbia; Guam, the Northern Marianas and the Virgin Islands",Non-web based survey software,<a href="http://harvester.census.gov/imls/pubs/Publications/2005362.pdf">http://harvester.census.gov/imls/pubs/Publications/2005362.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/Publications/2005362.pdf">http://harvester.census.gov/imls/pubs/Publications/2005362.pdf</a>,Institute of Museum and Library Services,Yes,Yes,<a href="http://harvester.census.gov/imls/pubs/Publications/2005362.pdf">http://harvester.census.gov/imls/pubs/Publications/2005362.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=8">http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=8</a>,,,,,,,,,,,,,,,,http://harvester.census.gov/imls/pubs/Publications/pupld03a_ASCII.zip,2.28 MB,,,,,,,,,
http://www.data.gov/details/613,Public Libraries Survey: Fiscal Year 2002,Institute of Museum and Library Services,,Social Insurance and Human Services,August 2004,March 2005,Fiscal Year 2002 (Calendar Years 2000-2002),Annual,"This dataset is a national census of public library systems.  Its data elements cover library service measures such as the number of uses of electronic resources, the number of Internet terminals available to the general public, reference transactions, interlibrary loans, circulation, library visits, children's program attendance, and circulation of children's materials. It also includes information on collection sizes, staffing, operating revenue and expenditures.  Selected data elements are aggregated and summarized at the state level.",Raw Data Catalog,Administrative,"IMLS, IMLS Statistics, IMLS Library Statistics, Institute of Museum and Library Services statistics, Institute of Museum and Library Services, Public Library Data Files, Public Libraries Survey, Public Library Survey, Public Library Statistics, Library Statistics","Kroe, E., O'Shea, P., Craig, T., Freeman, M., Hardesty, L., McLaughlin, J.F., Ramsey, C.J. (2005). Data File, Public Use: Public Libraries Survey: Fiscal Year 2002, (NCES 2004-327). U.S. Department of Education. Washington, DC: National Center for Education Statistics.",<a href="http://harvester.census.gov/imls/publib.asp">http://harvester.census.gov/imls/publib.asp</a>,<a href="http://harvester.census.gov/imls/data/pls/index.asp">http://harvester.census.gov/imls/data/pls/index.asp</a>,"Public Library System, Public Library Outlets (Branches), State",Zip Code,"The United States:  All 50 States and The District of Columbia; Guam, the Northern Mariana Islands, Palau, and the U.S. Virgin Islands",Non-web based survey software,<a href="http://harvester.census.gov/imls/pubs/Publications/2004327.pdf">http://harvester.census.gov/imls/pubs/Publications/2004327.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/Publications/2004327.pdf">http://harvester.census.gov/imls/pubs/Publications/2004327.pdf</a>,Institute of Museum and Library Services,Yes,Yes,<a href="http://harvester.census.gov/imls/pubs/Publications/2004327.pdf">http://harvester.census.gov/imls/pubs/Publications/2004327.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=14">http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=14</a>,,,,,,,,,,,,,,,,http://harvester.census.gov/imls/pubs/Publications/PUPLD02b_ASCII.zip,2.18 MB,,,,,,,,,
http://www.data.gov/details/614,Public Libraries Survey: Fiscal Year 2001,Institute of Museum and Library Services,,Social Insurance and Human Services,June 2003,March 2004,Fiscal Year 2001 (Calendar Years 1999-2001),Annual,"This dataset is a national census of public library systems.  Its data elements cover library service measures such as the number of uses of electronic resources, the number of Internet terminals available to the general public, reference transactions, interlibrary loans, circulation, library visits, children's program attendance, and circulation of children's materials. It also includes information on collection sizes, staffing, operating revenue and expenditures.  Selected data elements are aggregated and summarized at the state level.",Raw Data Catalog,Administrative,"IMLS, IMLS Statistics, IMLS Library Statistics, Institute of Museum and Library Services statistics, Institute of Museum and Library Services, Public Library Data Files, Public Libraries Survey, Public Library Survey, Public Library Statistics, Library Statistics","U.S. Department of Education, National Center for Education Statistics. Data File, Public Use: Public Libraries Survey: Fiscal Year 2001, NCES 2003-398, by Elaine Kroe. Washington, DC: 2003.",<a href="http://harvester.census.gov/imls/publib.asp">http://harvester.census.gov/imls/publib.asp</a>,<a href="http://harvester.census.gov/imls/data/pls/index.asp">http://harvester.census.gov/imls/data/pls/index.asp</a>,"Public Library System, Public Library Outlets (Branches), State",Zip Code,"The United States:  All 50 States and The District of Columbia; Guam, the Northern Mariana Islands, Palau, and the U.S. Virgin Islands",Non-web based survey software,<a href="http://harvester.census.gov/imls/pubs/Publications/2003398.pdf">http://harvester.census.gov/imls/pubs/Publications/2003398.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/Publications/2003398.pdf">http://harvester.census.gov/imls/pubs/Publications/2003398.pdf</a>,Institute of Museum and Library Services,Yes,Yes,<a href="http://harvester.census.gov/imls/pubs/Publications/2003398.pdf">http://harvester.census.gov/imls/pubs/Publications/2003398.pdf</a>,<a href="http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=35">http://harvester.census.gov/imls/pubs/pls/pub_detail.asp?id=35</a>,,,,,,,,,,,,,,,,http://harvester.census.gov/imls/pubs/Publications/pupld01b_ASCII.zip,2.15 MB,,,,,,,,,
